idx	label	sentence1	sentence2	lexical-semantics	predicate-argument-structure	logic	knowledge
1057	entailment	"The timing of the meeting has not been considered, according to a Starbucks spokesperson."	"The timing of the meeting has not been set, according to a Starbucks spokesperson."	Lexical entailment		Downward monotone	
1058	not_entailment	The customers said they were waiting for another man to arrive.	The customers believed they were waiting for another man to arrive.	Lexical entailment			
1059	not_entailment	The customers believed they were waiting for another man to arrive.	The customers said they were waiting for another man to arrive.	Lexical entailment			
1060	not_entailment	"Some of the orator's statements were incomprehensible, but the crowd loved them."	"Some of the orator's statements were comprehensible, but the crowd loved them."	Morphological negation		Upward monotone	
1061	not_entailment	"Some of the orator's statements were comprehensible, but the crowd loved them."	"Some of the orator's statements were incomprehensible, but the crowd loved them."	Morphological negation		Upward monotone	
1062	not_entailment	I won't say that she didn't steal my money.	I won't say that she stole my money.	Factivity		Negation	
1063	not_entailment	I won't say that she stole my money.	I won't say that she didn't steal my money.	Factivity		Negation	
1064	not_entailment	I won't say that she didn't steal my money.	I will say that she stole my money.	Factivity		Double negation	
1065	not_entailment	I will say that she stole my money.	I won't say that she didn't steal my money.	Factivity		Double negation	
1066	not_entailment	I won't say that she didn't steal my money.	I will say that she stole my money.			Negation	
1067	not_entailment	I will say that she stole my money.	I won't say that she didn't steal my money.			Negation	
1068	entailment	There are some amazing hikes around Mt. Fuji.	There are some amazing hikes in Japan.			Upward monotone	World knowledge
1069	not_entailment	There are some amazing hikes in Japan.	There are some amazing hikes around Mt. Fuji.			Upward monotone	World knowledge
1070	not_entailment	There are some amazing hikes around Mt. Fuji.	There are some amazing hikes in Nepal.			Upward monotone	World knowledge
1071	not_entailment	There are some amazing hikes in Nepal.	There are some amazing hikes around Mt. Fuji.			Upward monotone	World knowledge
1072	not_entailment	There are some amazing hikes around Mt. Fuji.	There are some strenuous hikes around Mt. Fuji.	Lexical entailment		Upward monotone	
1073	not_entailment	There are some strenuous hikes around Mt. Fuji.	There are some amazing hikes around Mt. Fuji.	Lexical entailment		Upward monotone	
1074	not_entailment	An experienced sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.	A sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.		Intersectivity	Downward monotone	
1075	entailment	A sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.	An experienced sommelier knows the difference between the 2009 and 2013 vintage of a German Riesling.		Intersectivity	Downward monotone	
